county.ind,state.county,yr,wk,diffGDD.9403
81,18149,2001,16,18.5768
81,18149,2001,17,2.2213
81,18149,2001,18,-1.5324
81,18149,2001,19,-25.8843
81,18149,2001,20,-25.2955
81,18149,2001,21,-19.2339
81,18149,2001,22,0.517
81,18149,2001,23,26.2421
81,18149,2001,24,48.3557
81,18149,2002,16,-34.0562
81,18149,2002,17,-3.3487
81,18149,2002,18,7.5296
81,18149,2002,19,34.6617
81,18149,2002,20,44.5005
81,18149,2002,21,68.2861
81,18149,2002,22,74.929
81,18149,2002,23,93.5621
81,18149,2002,24,83.3357
81,18149,2003,16,-75.3122
81,18149,2003,17,-96.3497
81,18149,2003,18,-94.0454
81,18149,2003,19,-68.4993
81,18149,2003,20,-79.8115
81,18149,2003,21,-99.2539
81,18149,2003,22,-117.591
81,18149,2003,23,-127.7529
81,18149,2003,24,-137.6973
81,18149,2004,16,53.2168
81,18149,2004,17,24.3463
81,18149,2004,18,-13.9124
81,18149,2004,19,-17.1423
81,18149,2004,20,-22.2825
81,18149,2004,21,-42.3839
81,18149,2004,22,-57.992
81,18149,2004,23,-65.0339
81,18149,2004,24,-94.7553
81,18149,2005,16,45.8238
81,18149,2005,17,36.7573
81,18149,2005,18,57.3656
81,18149,2005,19,46.3897
81,18149,2005,20,53.9085
81,18149,2005,21,61.2011
81,18149,2005,22,64.357
81,18149,2005,23,84.4881
81,18149,2005,24,91.3057
81,18149,2006,16,18.4288
81,18149,2006,17,13.5243
81,18149,2006,18,-9.4164
81,18149,2006,19,-13.5203
81,18149,2006,20,-9.0245
81,18149,2006,21,18.9631
81,18149,2006,22,23.897
81,18149,2006,23,43.1551
81,18149,2006,24,37.1557
81,18149,2007,16,103.2848
81,18149,2007,17,105.6503
81,18149,2007,18,93.4466
81,18149,2007,19,83.2357
81,18149,2007,20,97.8455
81,18149,2007,21,78.1121
81,18149,2007,22,67.196
81,18149,2007,23,67.9801
81,18149,2007,24,86.5357
81,18149,2008,16,0.5038
81,18149,2008,17,-20.9357
81,18149,2008,18,-38.8774
81,18149,2008,19,-59.4073
81,18149,2008,20,-61.0655
81,18149,2008,21,-59.7629
81,18149,2008,22,-74.433
81,18149,2008,23,-72.5029
81,18149,2008,24,-85.4273
81,18149,2009,16,0.3988
81,18149,2009,17,3.2523
81,18149,2009,18,14.1806
81,18149,2009,19,-15.4313
81,18149,2009,20,-33.6285
81,18149,2009,21,-67.9669
81,18149,2009,22,-82.505
81,18149,2009,23,-102.3149
81,18149,2009,24,-100.2843
81,18149,2010,16,44.1038
81,18149,2010,17,45.3183
81,18149,2010,18,32.0916
81,18149,2010,19,40.0777
81,18149,2010,20,45.6785
81,18149,2010,21,48.0101
81,18149,2010,22,61.4
81,18149,2010,23,57.5041
81,18149,2010,24,68.6157
81,18149,2011,16,40.1998
81,18149,2011,17,29.6823
81,18149,2011,18,12.0576
81,18149,2011,19,9.5377
81,18149,2011,20,14.5335
81,18149,2011,21,48.0771
81,18149,2011,22,64.269
81,18149,2011,23,72.5941
81,18149,2011,24,68.4757
81,18149,2012,16,85.8148
81,18149,2012,17,100.9253
81,18149,2012,18,106.1336
81,18149,2012,19,131.1417
81,18149,2012,20,157.4565
81,18149,2012,21,168.6711
81,18149,2012,22,190.278
81,18149,2012,23,193.1311
81,18149,2012,24,189.2157
81,18149,2013,16,35.7818
81,18149,2013,17,26.3333
81,18149,2013,18,19.0026
81,18149,2013,19,-0.1313
81,18149,2013,20,-1.7445
81,18149,2013,21,43.4561
81,18149,2013,22,12.941
81,18149,2013,23,-15.8549
81,18149,2013,24,-26.8903
81,18149,2014,16,40.1868
81,18149,2014,17,41.5063
81,18149,2014,18,41.4906
81,18149,2014,19,23.0677
81,18149,2014,20,13.0195
81,18149,2014,21,-12.0759
81,18149,2014,22,-37.436
81,18149,2014,23,-51.3479
81,18149,2014,24,-61.7393
81,18149,2015,16,67.8158
81,18149,2015,17,52.8283
81,18149,2015,18,28.9126
81,18149,2015,19,6.2867
81,18149,2015,20,-12.9325
81,18149,2015,21,-22.7789
81,18149,2015,22,-18.089
81,18149,2015,23,-23.7139
81,18149,2015,24,-32.0363
81,18149,2016,16,32.4108
81,18149,2016,17,26.3433
81,18149,2016,18,16.4606
81,18149,2016,19,-4.5623
81,18149,2016,20,-0.3335
81,18149,2016,21,-11.8699
81,18149,2016,22,3.395
81,18149,2016,23,4.9241
81,18149,2016,24,26.6427
81,18149,2017,16,58.9878
81,18149,2017,17,42.4833
81,18149,2017,18,21.8256
81,18149,2017,19,18.7967
81,18149,2017,20,16.6755
81,18149,2017,21,9.9841
81,18149,2017,22,4.586
81,18149,2017,23,-13.1549
81,18149,2017,24,-36.2453
81,18149,2018,16,128.3898
81,18149,2018,17,131.3193
81,18149,2018,18,150.1176
81,18149,2018,19,170.6697
81,18149,2018,20,176.8425
81,18149,2018,21,166.9711
81,18149,2018,22,152.83
81,18149,2018,23,152.3311
81,18149,2018,24,160.5657
82,18151,1994,16,43.0808
82,18151,1994,17,59.4667
82,18151,1994,18,43.8815
82,18151,1994,19,53.9066
82,18151,1994,20,52.2171
82,18151,1994,21,47.5819
82,18151,1994,22,30.9098
82,18151,1994,23,23.4686
82,18151,1994,24,-6.2804
82,18151,1995,16,-14.1102
82,18151,1995,17,4.9597
82,18151,1995,18,-0.1805
82,18151,1995,19,-18.5574
82,18151,1995,20,6.8281
82,18151,1995,21,6.5289
82,18151,1995,22,16.3798
82,18151,1995,23,54.3686
82,18151,1995,24,68.5636
82,18151,1996,16,-25.4792
82,18151,1996,17,-27.9713
82,18151,1996,18,-16.2185
82,18151,1996,19,-20.8954
82,18151,1996,20,-28.7729
82,18151,1996,21,-40.2701
82,18151,1996,22,-59.1562
82,18151,1996,23,-82.3304
82,18151,1996,24,-60.9074
82,18151,1997,16,-88.0122
82,18151,1997,17,-85.7183
82,18151,1997,18,-78.6105
82,18151,1997,19,-97.3234
82,18151,1997,20,-100.1569
82,18151,1997,21,-100.7321
82,18151,1997,22,-82.7442
82,18151,1997,23,-98.6424
82,18151,1997,24,-108.9234
82,18151,1998,16,46.2758
82,18151,1998,17,69.9957
82,18151,1998,18,89.5185
82,18151,1998,19,86.1266
82,18151,1998,20,87.5761
82,18151,1998,21,114.1359
82,18151,1998,22,109.5858
82,18151,1998,23,96.8526
82,18151,1998,24,102.4816
82,18151,1999,16,92.8378
82,18151,1999,17,74.9847
82,18151,1999,18,72.2295
82,18151,1999,19,100.3696
82,18151,1999,20,95.9031
82,18151,1999,21,115.3419
82,18151,1999,22,161.8488
82,18151,1999,23,166.1286
82,18151,1999,24,153.5156
82,18151,2000,16,33.4938
82,18151,2000,17,17.2627
82,18151,2000,18,-5.1975
82,18151,2000,19,-12.7634
82,18151,2000,20,-21.8839
82,18151,2000,21,-47.9951
82,18151,2000,22,-66.1072
82,18151,2000,23,-71.4164
82,18151,2000,24,-72.4414
82,18151,2001,16,5.0388
82,18151,2001,17,-9.4913
82,18151,2001,18,-11.5005
82,18151,2001,19,-33.6654
82,18151,2001,20,-25.0849
82,18151,2001,21,-21.9141
82,18151,2001,22,-24.4372
82,18151,2001,23,-15.6984
82,18151,2001,24,9.2646
82,18151,2002,16,-32.0592
82,18151,2002,17,-23.6713
82,18151,2002,18,-8.7825
82,18151,2002,19,16.6876
82,18151,2002,20,13.2571
82,18151,2002,21,27.2309
82,18151,2002,22,30.7518
82,18151,2002,23,56.1426
82,18151,2002,24,48.3866
82,18151,2003,16,-61.0662
82,18151,2003,17,-79.8173
82,18151,2003,18,-85.1395
82,18151,2003,19,-73.8854
82,18151,2003,20,-79.8829
82,18151,2003,21,-99.9081
82,18151,2003,22,-117.0312
82,18151,2003,23,-128.8734
82,18151,2003,24,-133.6594
82,18151,2004,16,43.1378
82,18151,2004,17,23.5587
82,18151,2004,18,-4.2105
82,18151,2004,19,-4.8454
82,18151,2004,20,-4.5179
82,18151,2004,21,-22.1251
82,18151,2004,22,-46.9212
82,18151,2004,23,-58.0124
82,18151,2004,24,-84.8904
82,18151,2005,16,43.3538
82,18151,2005,17,26.5847
82,18151,2005,18,55.8105
82,18151,2005,19,51.3676
82,18151,2005,20,68.9451
82,18151,2005,21,76.6669
82,18151,2005,22,78.3498
82,18151,2005,23,82.7446
82,18151,2005,24,93.0746
82,18151,2006,16,6.4348
82,18151,2006,17,1.9517
82,18151,2006,18,-8.9155
82,18151,2006,19,-21.8934
82,18151,2006,20,-10.4489
82,18151,2006,21,-8.9591
82,18151,2006,22,-7.4762
82,18151,2006,23,14.1816
82,18151,2006,24,9.0986
82,18151,2007,16,82.9928
82,18151,2007,17,86.7597
82,18151,2007,18,81.2345
82,18151,2007,19,76.5616
82,18151,2007,20,84.3581
82,18151,2007,21,69.5399
82,18151,2007,22,59.4528
82,18151,2007,23,83.5366
82,18151,2007,24,108.0056
82,18151,2008,16,25.6778
82,18151,2008,17,-1.3973
82,18151,2008,18,-12.3335
82,18151,2008,19,-25.4734
82,18151,2008,20,-20.6759
82,18151,2008,21,-20.0561
82,18151,2008,22,-32.5062
82,18151,2008,23,-28.6584
82,18151,2008,24,-36.3984
82,18151,2009,16,-18.4402
82,18151,2009,17,-20.2983
82,18151,2009,18,-11.2265
82,18151,2009,19,-44.1584
82,18151,2009,20,-56.4639
82,18151,2009,21,-83.4891
82,18151,2009,22,-98.0112
82,18151,2009,23,-117.5004
82,18151,2009,24,-118.6314
82,18151,2010,16,40.0598
82,18151,2010,17,41.3557
82,18151,2010,18,28.4235
82,18151,2010,19,35.5276
82,18151,2010,20,49.9401
82,18151,2010,21,55.8179
82,18151,2010,22,63.9478
82,18151,2010,23,60.0886
82,18151,2010,24,70.1646
82,18151,2011,16,35.0418
82,18151,2011,17,27.5287
82,18151,2011,18,10.7845
82,18151,2011,19,22.0866
82,18151,2011,20,30.6921
82,18151,2011,21,55.8809
82,18151,2011,22,72.6658
82,18151,2011,23,84.6716
82,18151,2011,24,83.5936
82,18151,2012,16,78.5458
82,18151,2012,17,108.5677
82,18151,2012,18,116.3785
82,18151,2012,19,145.9276
82,18151,2012,20,168.3781
82,18151,2012,21,191.9009
82,18151,2012,22,206.6838
82,18151,2012,23,213.3526
82,18151,2012,24,210.2956
82,18151,2013,16,45.3758
82,18151,2013,17,37.2597
82,18151,2013,18,34.3095
82,18151,2013,19,22.9386
82,18151,2013,20,28.0131
82,18151,2013,21,59.5909
82,18151,2013,22,30.7518
82,18151,2013,23,2.3636
82,18151,2013,24,-9.6264
82,18151,2014,16,35.0418
82,18151,2014,17,29.1057
82,18151,2014,18,31.6775
82,18151,2014,19,11.6316
82,18151,2014,20,9.3501
82,18151,2014,21,-23.6421
82,18151,2014,22,-48.3982
82,18151,2014,23,-67.7534
82,18151,2014,24,-75.4024
82,18151,2015,16,58.6198
82,18151,2015,17,49.6467
82,18151,2015,18,21.2475
82,18151,2015,19,6.9756
82,18151,2015,20,-10.0039
82,18151,2015,21,-23.2671
82,18151,2015,22,-26.0142
82,18151,2015,23,-33.3894
82,18151,2015,24,-44.2634
82,18151,2016,16,30.2948
82,18151,2016,17,24.6297
82,18151,2016,18,12.3075
82,18151,2016,19,-5.5744
82,18151,2016,20,8.1481
82,18151,2016,21,-2.7101
82,18151,2016,22,10.8228
82,18151,2016,23,10.8816
82,18151,2016,24,19.8106
82,18151,2017,16,19.2388
82,18151,2017,17,6.1427
82,18151,2017,18,-12.7645
82,18151,2017,19,-20.7594
82,18151,2017,20,-19.3679
82,18151,2017,21,-22.0111
82,18151,2017,22,-30.3352
82,18151,2017,23,-45.8574
82,18151,2017,24,-57.8354
82,18151,2018,16,86.1208
82,18151,2018,17,77.7487
82,18151,2018,18,80.6805
82,18151,2018,19,92.6536
82,18151,2018,20,104.1081
82,18151,2018,21,93.2749
82,18151,2018,22,75.7748
82,18151,2018,23,64.1856
82,18151,2018,24,71.4306
83,18157,1994,16,28.7194
83,18157,1994,17,47.292
83,18157,1994,18,29.6668
83,18157,1994,19,43.5875
83,18157,1994,20,35.7282
83,18157,1994,21,25.5106
83,18157,1994,22,6.8618
83,18157,1994,23,-5.5644
83,18157,1994,24,-33.8618
83,18157,1995,16,-21.1346
83,18157,1995,17,-0.225
83,18157,1995,18,-8.1252
83,18157,1995,19,-20.5695
83,18157,1995,20,10.6492
83,18157,1995,21,9.4456
83,18157,1995,22,22.1648
83,18157,1995,23,39.1136
83,18157,1995,24,57.0332
83,18157,1996,16,-55.8806
83,18157,1996,17,-54.088
83,18157,1996,18,-54.2122
83,18157,1996,19,-61.6955
83,18157,1996,20,-74.9598
83,18157,1996,21,-83.8124
83,18157,1996,22,-106.3532
83,18157,1996,23,-125.7784
83,18157,1996,24,-114.1178
83,18157,1997,16,-95.6876
83,18157,1997,17,-82.333
83,18157,1997,18,-72.0312
83,18157,1997,19,-87.5245
83,18157,1997,20,-90.9138
83,18157,1997,21,-89.8594
83,18157,1997,22,-67.0032
83,18157,1997,23,-80.7114
83,18157,1997,24,-98.2188
83,18157,1998,16,47.6734
83,18157,1998,17,49.892
83,18157,1998,18,68.0018
83,18157,1998,19,59.7225
83,18157,1998,20,56.6052
83,18157,1998,21,89.4746
83,18157,1998,22,75.5218
83,18157,1998,23,65.3816
83,18157,1998,24,68.6332
83,18157,1999,16,82.9134
83,18157,1999,17,62.728
83,18157,1999,18,55.4628
83,18157,1999,19,73.5485
83,18157,1999,20,74.7712
83,18157,1999,21,87.0296
83,18157,1999,22,113.3148
83,18157,1999,23,118.6816
83,18157,1999,24,114.3432
83,18157,2000,16,35.9394
83,18157,2000,17,12.525
83,18157,2000,18,-6.4162
83,18157,2000,19,-9.7675
83,18157,2000,20,-8.6988
83,18157,2000,21,-32.2454
83,18157,2000,22,-55.1322
83,18157,2000,23,-61.5394
83,18157,2000,24,-62.2258
83,18157,2001,16,44.9624
83,18157,2001,17,29.482
83,18157,2001,18,21.1268
83,18157,2001,19,-2.0255
83,18157,2001,20,-13.2478
83,18157,2001,21,-8.3494
83,18157,2001,22,15.6568
83,18157,2001,23,28.2986
83,18157,2001,24,64.9332
83,18157,2002,16,-8.6786
83,18157,2002,17,15.196
83,18157,2002,18,46.7358
83,18157,2002,19,60.4085
83,18157,2002,20,72.5392
83,18157,2002,21,82.8616
83,18157,2002,22,89.8038
83,18157,2002,23,126.9916
83,18157,2002,24,116.4232
83,18157,2003,16,-58.8266
83,18157,2003,17,-80.469
83,18157,2003,18,-80.2092
83,18157,2003,19,-55.6845
83,18157,2003,20,-62.4728
83,18157,2003,21,-80.0554
83,18157,2003,22,-94.8352
83,18157,2003,23,-104.8734
83,18157,2003,24,-112.9418
83,18157,2004,16,66.8334
83,18157,2004,17,36.854
83,18157,2004,18,3.5388
83,18157,2004,19,-1.6625
83,18157,2004,20,-2.9148
83,18157,2004,21,-23.0124
83,18157,2004,22,-44.5932
83,18157,2004,23,-51.3904
83,18157,2004,24,-79.3168
83,18157,2005,16,59.6444
83,18157,2005,17,44.667
83,18157,2005,18,62.1818
83,18157,2005,19,50.3065
83,18157,2005,20,52.1852
83,18157,2005,21,68.2896
83,18157,2005,22,76.0128
83,18157,2005,23,87.6416
83,18157,2005,24,100.5432
83,18157,2006,16,0.5524
83,18157,2006,17,-2.381
83,18157,2006,18,-22.4522
83,18157,2006,19,-28.6395
83,18157,2006,20,-18.6028
83,18157,2006,21,5.2536
83,18157,2006,22,9.9558
83,18157,2006,23,38.6056
83,18157,2006,24,35.4532
83,18157,2007,16,99.3204
83,18157,2007,17,90.637
83,18157,2007,18,77.0848
83,18157,2007,19,64.1795
83,18157,2007,20,74.2812
83,18157,2007,21,57.7696
83,18157,2007,22,45.1148
83,18157,2007,23,61.8716
83,18157,2007,24,93.4332
83,18157,2008,16,-12.0066
83,18157,2008,17,-42.648
83,18157,2008,18,-57.7932
83,18157,2008,19,-77.9105
83,18157,2008,20,-77.7718
83,18157,2008,21,-77.9224
83,18157,2008,22,-87.7782
83,18157,2008,23,-86.9874
83,18157,2008,24,-99.4868
83,18157,2009,16,-1.1376
83,18157,2009,17,9.638
83,18157,2009,18,8.1048
83,18157,2009,19,-18.1605
83,18157,2009,20,-28.2638
83,18157,2009,21,-64.0254
83,18157,2009,22,-79.6402
83,18157,2009,23,-99.7604
83,18157,2009,24,-99.4948
83,18157,2010,16,60.3534
83,18157,2010,17,65.32
83,18157,2010,18,57.6628
83,18157,2010,19,62.5225
83,18157,2010,20,72.1432
83,18157,2010,21,73.8616
83,18157,2010,22,93.5898
83,18157,2010,23,108.5116
83,18157,2010,24,148.0032
83,18157,2011,16,31.2504
83,18157,2011,17,17.817
83,18157,2011,18,-1.9602
83,18157,2011,19,-4.8435
83,18157,2011,20,7.5962
83,18157,2011,21,26.3876
83,18157,2011,22,54.1928
83,18157,2011,23,81.3816
83,18157,2011,24,83.1332
83,18157,2012,16,93.4074
83,18157,2012,17,106.636
83,18157,2012,18,109.4268
83,18157,2012,19,136.2965
83,18157,2012,20,167.0562
83,18157,2012,21,187.4316
83,18157,2012,22,211.3808
83,18157,2012,23,218.3716
83,18157,2012,24,228.6632
83,18157,2013,16,29.5654
83,18157,2013,17,23.34
83,18157,2013,18,15.4928
83,18157,2013,19,-5.2315
83,18157,2013,20,-4.2528
83,18157,2013,21,19.8906
83,18157,2013,22,-8.2602
83,18157,2013,23,-33.0134
83,18157,2013,24,-39.3058
83,18157,2014,16,38.2574
83,18157,2014,17,42.325
83,18157,2014,18,41.9638
83,18157,2014,19,25.4645
83,18157,2014,20,16.5282
83,18157,2014,21,-18.0904
83,18157,2014,22,-41.9122
83,18157,2014,23,-61.8784
83,18157,2014,24,-72.2678
83,18157,2015,16,56.7574
83,18157,2015,17,44.571
83,18157,2015,18,22.4288
83,18157,2015,19,-2.0285
83,18157,2015,20,-14.5938
83,18157,2015,21,-23.8204
83,18157,2015,22,-20.4782
83,18157,2015,23,-27.5574
83,18157,2015,24,-36.3978
83,18157,2016,16,26.7714
83,18157,2016,17,22.69
83,18157,2016,18,11.1038
83,18157,2016,19,-17.8945
83,18157,2016,20,-16.7338
83,18157,2016,21,-26.0774
83,18157,2016,22,-13.7452
83,18157,2016,23,-11.8264
83,18157,2016,24,-1.7268
83,18157,2017,16,39.2854
83,18157,2017,17,23.783
83,18157,2017,18,-5.6132
83,18157,2017,19,-6.6915
83,18157,2017,20,-6.3228
83,18157,2017,21,-11.8844
83,18157,2017,22,-19.5042
83,18157,2017,23,-34.2014
83,18157,2017,24,-55.2578
83,18157,2018,16,135.8254
83,18157,2018,17,147.186
83,18157,2018,18,147.4628
83,18157,2018,19,156.3505
83,18157,2018,20,160.8612
83,18157,2018,21,148.7236
83,18157,2018,22,130.1678
83,18157,2018,23,117.3016
83,18157,2018,24,124.6432
84,18159,1994,16,22.4866
84,18159,1994,17,38.6262
84,18159,1994,18,17.466
84,18159,1994,19,25.7662
84,18159,1994,20,26.5576
84,18159,1994,21,19.4549
84,18159,1994,22,0.2826
84,18159,1994,23,-15.1512
84,18159,1994,24,-35.1476
84,18159,1995,16,-24.0624
84,18159,1995,17,-6.2728
84,18159,1995,18,-15.302
84,18159,1995,19,-38.3698
84,18159,1995,20,-10.2144
84,18159,1995,21,-9.3981
84,18159,1995,22,-1.2014
84,18159,1995,23,34.2728
84,18159,1995,24,55.6964
84,18159,1996,16,-40.5044
84,18159,1996,17,-39.7988
84,18159,1996,18,-37.905
84,18159,1996,19,-38.5118
84,18159,1996,20,-50.1054
84,18159,1996,21,-55.4271
84,18159,1996,22,-79.7964
84,18159,1996,23,-100.2012
84,18159,1996,24,-97.2956
84,18159,1997,16,-105.0214
84,18159,1997,17,-102.2248
84,18159,1997,18,-101.184
84,18159,1997,19,-118.3848
84,18159,1997,20,-122.0354
84,18159,1997,21,-119.6541
84,18159,1997,22,-104.9464
84,18159,1997,23,-121.2062
84,18159,1997,24,-138.4926
84,18159,1998,16,45.8426
84,18159,1998,17,46.5422
84,18159,1998,18,98.49
84,18159,1998,19,88.6442
84,18159,1998,20,86.2796
84,18159,1998,21,91.5409
84,18159,1998,22,76.5476
84,18159,1998,23,64.2448
84,18159,1998,24,71.2664
84,18159,1999,16,84.8636
84,18159,1999,17,59.8672
84,18159,1999,18,53.248
84,18159,1999,19,95.0132
84,18159,1999,20,94.5936
84,18159,1999,21,109.5639
84,18159,1999,22,165.5846
84,18159,1999,23,168.4618
84,18159,1999,24,163.9464
84,18159,2000,16,45.6306
84,18159,2000,17,18.7632
84,18159,2000,18,1.047
84,18159,2000,19,-5.0298
84,18159,2000,20,-4.8894
84,18159,2000,21,-28.1761
84,18159,2000,22,-46.0464
84,18159,2000,23,-53.9242
84,18159,2000,24,-50.0586
84,18159,2001,16,20.3346
84,18159,2001,17,-1.3408
84,18159,2001,18,-9.866
84,18159,2001,19,-36.2668
84,18159,2001,20,-42.9364
84,18159,2001,21,-36.2541
84,18159,2001,22,-29.4354
84,18159,2001,23,-18.4432
84,18159,2001,24,-3.5106
84,18159,2002,16,-1.8294
84,18159,2002,17,52.2682
84,18159,2002,18,68.231
84,18159,2002,19,93.4752
84,18159,2002,20,93.9596
84,18159,2002,21,114.1959
84,18159,2002,22,121.8476
84,18159,2002,23,154.9118
84,18159,2002,24,153.4064
84,18159,2003,16,-47.7404
84,18159,2003,17,-66.4298
84,18159,2003,18,-74.225
84,18159,2003,19,-66.3358
84,18159,2003,20,-71.2094
84,18159,2003,21,-85.8461
84,18159,2003,22,-102.8364
84,18159,2003,23,-112.9652
84,18159,2003,24,-119.8106
84,18159,2004,16,88.1426
84,18159,2004,17,60.3712
84,18159,2004,18,26.633
84,18159,2004,19,23.0302
84,18159,2004,20,26.8276
84,18159,2004,21,8.6029
84,18159,2004,22,-15.0294
84,18159,2004,23,-24.6332
84,18159,2004,24,-45.7556
84,18159,2005,16,50.8926
84,18159,2005,17,29.8372
84,18159,2005,18,50.826
84,18159,2005,19,43.6192
84,18159,2005,20,48.0516
84,18159,2005,21,57.0759
84,18159,2005,22,61.8846
84,18159,2005,23,63.6508
84,18159,2005,24,78.2564
84,18159,2006,16,25.7386
84,18159,2006,17,19.0932
84,18159,2006,18,-2.561
84,18159,2006,19,-15.6958
84,18159,2006,20,-4.2404
84,18159,2006,21,5.3379
84,18159,2006,22,5.8666
84,18159,2006,23,31.9458
84,18159,2006,24,30.4864
84,18159,2007,16,119.5766
84,18159,2007,17,102.4022
84,18159,2007,18,92.306
84,18159,2007,19,84.7382
84,18159,2007,20,87.6916
84,18159,2007,21,64.4439
84,18159,2007,22,51.9616
84,18159,2007,23,65.6688
84,18159,2007,24,101.0464
84,18159,2008,16,6.6906
84,18159,2008,17,-11.7858
84,18159,2008,18,-27.822
84,18159,2008,19,-50.4478
84,18159,2008,20,-45.9714
84,18159,2008,21,-40.9221
84,18159,2008,22,-55.4734
84,18159,2008,23,-54.8692
84,18159,2008,24,-68.0746
84,18159,2009,16,2.7176
84,18159,2009,17,5.1422
84,18159,2009,18,0.328
84,18159,2009,19,-29.7938
84,18159,2009,20,-38.5624
84,18159,2009,21,-58.6631
84,18159,2009,22,-75.9284
84,18159,2009,23,-97.8002
84,18159,2009,24,-97.9876
84,18159,2010,16,64.4336
84,18159,2010,17,63.8032
84,18159,2010,18,47.971
84,18159,2010,19,53.2882
84,18159,2010,20,63.9846
84,18159,2010,21,70.0199
84,18159,2010,22,90.3686
84,18159,2010,23,88.4928
84,18159,2010,24,101.7864
84,18159,2011,16,72.8076
84,18159,2011,17,59.0742
84,18159,2011,18,40.958
84,18159,2011,19,40.3842
84,18159,2011,20,53.8676
84,18159,2011,21,88.9999
84,18159,2011,22,134.3486
84,18159,2011,23,183.1718
84,18159,2011,24,192.6764
84,18159,2012,16,90.8226
84,18159,2012,17,135.5172
84,18159,2012,18,145.675
84,18159,2012,19,174.1432
84,18159,2012,20,206.4176
84,18159,2012,21,229.3989
84,18159,2012,22,260.6656
84,18159,2012,23,264.2718
84,18159,2012,24,264.8764
84,18159,2013,16,41.4276
84,18159,2013,17,36.5672
84,18159,2013,18,29.853
84,18159,2013,19,10.5142
84,18159,2013,20,14.6026
84,18159,2013,21,58.6819
84,18159,2013,22,40.3176
84,18159,2013,23,15.8678
84,18159,2013,24,13.6534
84,18159,2014,16,46.9136
84,18159,2014,17,51.4572
84,18159,2014,18,50.997
84,18159,2014,19,31.1532
84,18159,2014,20,26.4826
84,18159,2014,21,-5.8061
84,18159,2014,22,-31.5984
84,18159,2014,23,-47.8162
84,18159,2014,24,-53.6926
84,18159,2015,16,70.9566
84,18159,2015,17,58.7762
84,18159,2015,18,29.472
84,18159,2015,19,3.5362
84,18159,2015,20,-7.8664
84,18159,2015,21,-12.3691
84,18159,2015,22,-9.1574
84,18159,2015,23,-15.3992
84,18159,2015,24,-23.8626
84,18159,2016,16,19.7146
84,18159,2016,17,13.2712
84,18159,2016,18,3.313
84,18159,2016,19,-23.4188
84,18159,2016,20,-16.4294
84,18159,2016,21,-21.9671
84,18159,2016,22,-7.5984
84,18159,2016,23,-4.2932
84,18159,2016,24,21.0964
84,18159,2017,16,36.7476
84,18159,2017,17,21.1172
84,18159,2017,18,-4.446
84,18159,2017,19,-8.3128
84,18159,2017,20,-4.8834
84,18159,2017,21,-2.9031
84,18159,2017,22,-12.2354
84,18159,2017,23,-28.7952
84,18159,2017,24,-43.0276
84,18159,2018,16,148.0166
84,18159,2018,17,161.7022
84,18159,2018,18,163.306
84,18159,2018,19,167.1062
84,18159,2018,20,175.4196
84,18159,2018,21,168.8409
84,18159,2018,22,150.1026
84,18159,2018,23,137.1218
84,18159,2018,24,145.7364
85,18169,1994,16,32.9827
85,18169,1994,17,46.93
85,18169,1994,18,24.8793
85,18169,1994,19,35.1163
85,18169,1994,20,32.7982
85,18169,1994,21,26.0957
85,18169,1994,22,9.7919
85,18169,1994,23,-6.4337
85,18169,1994,24,-38.377
85,18169,1995,16,-23.0293
85,18169,1995,17,-0.414
85,18169,1995,18,-10.7217
85,18169,1995,19,-30.5727
85,18169,1995,20,-11.9368
85,18169,1995,21,-12.4763
85,18169,1995,22,-2.7321
85,18169,1995,23,36.6473
85,18169,1995,24,54.239
85,18169,1996,16,-39.1573
85,18169,1996,17,-36.027
85,18169,1996,18,-27.3987
85,18169,1996,19,-36.0317
85,18169,1996,20,-45.9378
85,18169,1996,21,-53.7303
85,18169,1996,22,-73.9361
85,18169,1996,23,-97.7347
85,18169,1996,24,-81.536
85,18169,1997,16,-102.8733
85,18169,1997,17,-97.829
85,18169,1997,18,-95.8277
85,18169,1997,19,-114.7767
85,18169,1997,20,-118.4888
85,18169,1997,21,-117.0503
85,18169,1997,22,-108.5951
85,18169,1997,23,-122.0197
85,18169,1997,24,-132.787
85,18169,1998,16,48.6257
85,18169,1998,17,54.578
85,18169,1998,18,85.0283
85,18169,1998,19,77.3923
85,18169,1998,20,76.2812
85,18169,1998,21,85.2637
85,18169,1998,22,73.3709
85,18169,1998,23,57.2783
85,18169,1998,24,65.459
85,18169,1999,16,107.0987
85,18169,1999,17,87.296
85,18169,1999,18,78.4053
85,18169,1999,19,116.6623
85,18169,1999,20,116.3512
85,18169,1999,21,131.3947
85,18169,1999,22,159.3949
85,18169,1999,23,172.1433
85,18169,1999,24,172.239
85,18169,2000,16,44.6597
85,18169,2000,17,22.634
85,18169,2000,18,6.5423
85,18169,2000,19,0.0353
85,18169,2000,20,-0.6238
85,18169,2000,21,-25.2873
85,18169,2000,22,-31.8931
85,18169,2000,23,-43.5587
85,18169,2000,24,-44.832
85,18169,2001,16,10.5647
85,18169,2001,17,-8.421
85,18169,2001,18,-17.9457
85,18169,2001,19,-43.4987
85,18169,2001,20,-41.1688
85,18169,2001,21,-37.1213
85,18169,2001,22,-30.9211
85,18169,2001,23,-23.7837
85,18169,2001,24,-9.034
85,18169,2002,16,-31.2403
85,18169,2002,17,-4.75
